timestamp,epoch,train_mse,train_psnr,train_ssim,val_mse,val_psnr,val_ssim
2025-09-03 17:00:28,1,0.008994979175357994,20.463704298843037,0.7509041338820349,0.009068100154399872,20.428196907043457,0.7481471687555313
2025-09-03 17:00:44,2,0.0075378289925125,21.230924877253447,0.7742081342095678,0.007566919166129083,21.213522052764894,0.7716762676835061
2025-09-03 17:00:55,3,0.008708264673425054,20.60330846634778,0.7635193770243363,0.008741949149407447,20.5873242855072,0.7612110495567321
2025-09-03 17:01:08,4,0.008139344552711753,20.89631417122754,0.7818072582171722,0.00815232020104304,20.889236974716187,0.779745788872242
2025-09-03 17:01:21,5,0.007667539896581068,21.156421450051393,0.7857854936949231,0.007722080079838633,21.1249137878418,0.7832973316311836
2025-09-03 17:01:33,6,0.010055302033751186,19.978283443234183,0.7716187861832705,0.0101004475960508,19.959151363372804,0.7693118289113045
2025-09-03 17:01:47,7,0.006864362769358029,21.63644586909901,0.7908876484090631,0.006892700144089758,21.61781210899353,0.7885726854205132
2025-09-03 17:01:59,8,0.006330534171535295,21.987957829778846,0.8009384538639676,0.006376403558533639,21.956407260894775,0.7988209649920464
2025-09-03 17:02:11,9,0.00796845948074902,20.988464891910553,0.7889974002133716,0.007992879231460392,20.97555899620056,0.7869815766811371
2025-09-03 17:02:25,10,0.007614045786216262,21.18626586415551,0.79494151676243,0.007668425713200122,21.15529441833496,0.792547570168972
2025-09-03 17:02:37,11,0.006643760179444639,21.778584420681,0.794102893634276,0.006675278290640563,21.757752847671508,0.7918250948190689
2025-09-03 17:02:49,12,0.007312897423451597,21.361117606813256,0.7901541048830206,0.007334431051276624,21.349393129348755,0.7879353269934655
2025-09-03 17:03:01,13,0.0073314861841605634,21.3507340983911,0.792322360995141,0.007312126131728292,21.36184468269348,0.790673865377903
2025-09-03 17:03:17,14,0.006642745671508072,21.778842302885923,0.798694256354462,0.006679659488145262,21.754393815994263,0.7969048976898193
2025-09-03 17:03:29,15,0.006636347570086152,21.782845562154595,0.7956913540309126,0.006679541349876672,21.75467848777771,0.793546362221241
2025-09-03 17:03:42,16,0.006326173960008997,21.9911950989203,0.8034950979053974,0.00636680934112519,21.962801027297974,0.8010924160480499
2025-09-03 17:03:54,17,0.007518353895813396,21.240964911200784,0.7809077133847908,0.007558477215934545,21.217614030838014,0.7789203196763992
2025-09-03 17:04:06,18,0.006896354001417587,21.616092470559206,0.7900580674071204,0.0069385611219331626,21.589319801330568,0.7879000931978226
2025-09-03 17:04:21,19,0.006570243992345323,21.826729693196036,0.8032629117369652,0.006605676177423447,21.802975177764893,0.8013408780097961
2025-09-03 17:04:33,20,0.007164976089949381,21.450079825791445,0.7868064386262135,0.007176320720463991,21.443066453933717,0.785071250796318
2025-09-03 17:04:45,21,0.006570733197308568,21.826778547330335,0.7994027078490366,0.006625931395683437,21.79011106491089,0.7968390911817551
2025-09-03 17:05:00,22,0.007517390016635711,21.24129445986314,0.7882614095102657,0.007569288578815758,21.211119222640992,0.7858823835849762
2025-09-03 17:05:12,23,0.007270441663091664,21.386508193883028,0.7877364973114296,0.007286900118924677,21.376576471328736,0.7861008793115616
2025-09-03 17:05:25,24,0.007807493016695265,21.0769061608748,0.7802942119200121,0.007854730891995131,21.050165510177614,0.7773430630564689
2025-09-03 17:05:40,25,0.006117491275125014,22.136617573824797,0.8025886174291372,0.0061788219376467165,22.093139505386354,0.8001441821455956
2025-09-03 17:05:52,26,0.007049487181410024,21.520167675885286,0.8032610480758277,0.007097435917239636,21.49081220626831,0.8009880691766739
2025-09-03 17:06:04,27,0.008068761187711392,20.933694200082257,0.7887536903673952,0.008079398912377656,20.92832040786743,0.7864428579807281
2025-09-03 17:06:18,28,0.0075300007420909506,21.23419291864742,0.8030660558830608,0.0075778385624289514,21.20664777755737,0.8009150102734566
2025-09-03 17:06:30,29,0.006729540370129557,21.722715524109926,0.7878880173983899,0.006759445928037166,21.70361852645874,0.7861752867698669
2025-09-03 17:06:42,30,0.006075289498601871,22.166842460632324,0.8049088145860217,0.006105220597237349,22.14530653953552,0.8030578434467316
2025-09-03 17:06:57,31,0.0068458411366340115,21.6481457027522,0.7981677199290558,0.006912974209990352,21.60521607398987,0.7959653630852699
2025-09-03 17:07:09,32,0.00621271311617668,22.06960879130797,0.7981401649727062,0.0062552287126891315,22.03998284339905,0.7959649622440338
2025-09-03 17:07:23,33,0.0069300633304837074,21.595227073539387,0.7971764130687172,0.006972253182902932,21.568413543701173,0.7947088822722435
2025-09-03 17:07:35,34,0.006428134767867794,21.921613828702405,0.8007473114200614,0.0064804734429344535,21.885735940933227,0.7983853310346604
2025-09-03 17:07:47,35,0.006521310252454979,21.85909267989072,0.7974809821356427,0.006545906176324934,21.84276180267334,0.7953800320625305
2025-09-03 17:08:02,36,0.0062834172263551,22.021274631673638,0.8021178821271117,0.0063488247571513055,21.975968599319458,0.7995403200387955
2025-09-03 17:08:14,37,0.007240420769614337,21.404428823427722,0.7977623734623194,0.007269801769871265,21.386389827728273,0.795770600438118
2025-09-03 17:08:26,38,0.006918474792407572,21.60240139202638,0.7928009305826642,0.006966361624654383,21.57208490371704,0.7905102267861366
2025-09-03 17:08:40,39,0.005935651705261658,22.267884969711304,0.8097505701536482,0.0059873019345104694,22.229947090148926,0.8075107857584953
2025-09-03 17:08:53,40,0.006544423978828656,21.843839461153205,0.8094329038126902,0.006579674908425659,21.82010622024536,0.8072521895170212
2025-09-03 17:09:05,41,0.0068342777641109105,21.6549506241625,0.7983884648843245,0.006866962520871311,21.634670400619505,0.7963613897562027
